Combined	All	ASV	Compartment	GxY	Soil_div	Rel_abund_Seed	Type
ASV4286_MajorY2	nsSeed-MajorY2	ASV4286	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4287_BostonY1	nsSeed-BostonY1	ASV4287	Seed	BostonY1	ns 	0.027786354	0.01<x<1%: Intermediate
ASV4287_BostonY2	nsSeed-BostonY2	ASV4287	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4287_MajorY1	nsSeed-MajorY1	ASV4287	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4287_MajorY2	nsSeed-MajorY2	ASV4287	Seed	MajorY2	ns 	0.005494789	< 0.01%: Rare
ASV4288_BostonY1	nsSeed-BostonY1	ASV4288	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4288_BostonY2	nsSeed-BostonY2	ASV4288	Seed	BostonY2	ns 	0.008813213	< 0.01%: Rare
ASV4288_MajorY1	nsSeed-MajorY1	ASV4288	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4288_MajorY2	nsSeed-MajorY2	ASV4288	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4289_BostonY1	nsSeed-BostonY1	ASV4289	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4289_BostonY2	nsSeed-BostonY2	ASV4289	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4289_MajorY1	nsSeed-MajorY1	ASV4289	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4289_MajorY2	nsSeed-MajorY2	ASV4289	Seed	MajorY2	ns 	0.007947104	< 0.01%: Rare
ASV429_BostonY1	nsSeed-BostonY1	ASV429	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV429_BostonY2	nsSeed-BostonY2	ASV429	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV429_MajorY1	nsSeed-MajorY1	ASV429	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV429_MajorY2	nsSeed-MajorY2	ASV429	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4290_BostonY1	nsSeed-BostonY1	ASV4290	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4290_BostonY2	nsSeed-BostonY2	ASV4290	Seed	BostonY2	ns 	0.006698042	< 0.01%: Rare
ASV4290_MajorY1	nsSeed-MajorY1	ASV4290	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4290_MajorY2	nsSeed-MajorY2	ASV4290	Seed	MajorY2	ns 	0.002060546	< 0.01%: Rare
ASV4291_BostonY1	nsSeed-BostonY1	ASV4291	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4291_BostonY2	nsSeed-BostonY2	ASV4291	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4291_MajorY1	nsSeed-MajorY1	ASV4291	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4291_MajorY2	nsSeed-MajorY2	ASV4291	Seed	MajorY2	ns 	0.008585607	< 0.01%: Rare
ASV4292_BostonY1	nsSeed-BostonY1	ASV4292	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4292_BostonY2	nsSeed-BostonY2	ASV4292	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4292_MajorY1	nsSeed-MajorY1	ASV4292	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4292_MajorY2	nsSeed-MajorY2	ASV4292	Seed	MajorY2	ns 	0.008585607	< 0.01%: Rare
ASV4293_BostonY1	nsSeed-BostonY1	ASV4293	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4293_BostonY2	nsSeed-BostonY2	ASV4293	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4293_MajorY1	nsSeed-MajorY1	ASV4293	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4293_MajorY2	nsSeed-MajorY2	ASV4293	Seed	MajorY2	ns 	0.00989335	< 0.01%: Rare
ASV4294_BostonY1	nsSeed-BostonY1	ASV4294	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4294_BostonY2	nsSeed-BostonY2	ASV4294	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4294_MajorY1	nsSeed-MajorY1	ASV4294	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4294_MajorY2	nsSeed-MajorY2	ASV4294	Seed	MajorY2	ns 	0.004977326	< 0.01%: Rare
ASV4295_BostonY1	nsSeed-BostonY1	ASV4295	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4295_BostonY2	nsSeed-BostonY2	ASV4295	Seed	BostonY2	ns 	0.011609009	0.01<x<1%: Intermediate
ASV4295_MajorY1	nsSeed-MajorY1	ASV4295	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4295_MajorY2	nsSeed-MajorY2	ASV4295	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4296_BostonY1	nsSeed-BostonY1	ASV4296	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4296_BostonY2	nsSeed-BostonY2	ASV4296	Seed	BostonY2	ns 	0.006965405	< 0.01%: Rare
ASV4296_MajorY1	nsSeed-MajorY1	ASV4296	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4296_MajorY2	nsSeed-MajorY2	ASV4296	Seed	MajorY2	ns 	0.00395734	< 0.01%: Rare
ASV4297_BostonY1	nsSeed-BostonY1	ASV4297	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4297_BostonY2	nsSeed-BostonY2	ASV4297	Seed	BostonY2	ns 	0.013133701	0.01<x<1%: Intermediate
ASV4297_MajorY1	nsSeed-MajorY1	ASV4297	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4297_MajorY2	nsSeed-MajorY2	ASV4297	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4298_BostonY1	nsSeed-BostonY1	ASV4298	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4298_BostonY2	nsSeed-BostonY2	ASV4298	Seed	BostonY2	ns 	0.009925952	< 0.01%: Rare
ASV4298_MajorY1	nsSeed-MajorY1	ASV4298	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4298_MajorY2	nsSeed-MajorY2	ASV4298	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4299_BostonY1	nsSeed-BostonY1	ASV4299	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4299_BostonY2	nsSeed-BostonY2	ASV4299	Seed	BostonY2	ns 	0.007390765	< 0.01%: Rare
ASV4299_MajorY1	nsSeed-MajorY1	ASV4299	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4299_MajorY2	nsSeed-MajorY2	ASV4299	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV43_BostonY1	nsSeed-BostonY1	ASV43	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV43_BostonY2	nsSeed-BostonY2	ASV43	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV43_MajorY1	nsSeed-MajorY1	ASV43	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV43_MajorY2	nsSeed-MajorY2	ASV43	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV430_BostonY1	nsSeed-BostonY1	ASV430	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV430_BostonY2	nsSeed-BostonY2	ASV430	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV430_MajorY1	nsSeed-MajorY1	ASV430	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV430_MajorY2	nsSeed-MajorY2	ASV430	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4300_BostonY1	nsSeed-BostonY1	ASV4300	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4300_BostonY2	nsSeed-BostonY2	ASV4300	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4300_MajorY1	nsSeed-MajorY1	ASV4300	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4300_MajorY2	nsSeed-MajorY2	ASV4300	Seed	MajorY2	ns 	0.011369646	0.01<x<1%: Intermediate
ASV4301_BostonY1	nsSeed-BostonY1	ASV4301	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4301_BostonY2	nsSeed-BostonY2	ASV4301	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4301_MajorY1	nsSeed-MajorY1	ASV4301	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4301_MajorY2	nsSeed-MajorY2	ASV4301	Seed	MajorY2	ns 	0.013825904	0.01<x<1%: Intermediate
ASV4302_BostonY1	nsSeed-BostonY1	ASV4302	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4302_BostonY2	nsSeed-BostonY2	ASV4302	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4302_MajorY1	nsSeed-MajorY1	ASV4302	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4302_MajorY2	nsSeed-MajorY2	ASV4302	Seed	MajorY2	ns 	0.013825904	0.01<x<1%: Intermediate
ASV4303_BostonY1	nsSeed-BostonY1	ASV4303	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4303_BostonY2	nsSeed-BostonY2	ASV4303	Seed	BostonY2	ns 	0.011609009	0.01<x<1%: Intermediate
ASV4303_MajorY1	nsSeed-MajorY1	ASV4303	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4303_MajorY2	nsSeed-MajorY2	ASV4303	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4304_BostonY1	nsSeed-BostonY1	ASV4304	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4304_BostonY2	nsSeed-BostonY2	ASV4304	Seed	BostonY2	ns 	0.010307341	0.01<x<1%: Intermediate
ASV4304_MajorY1	nsSeed-MajorY1	ASV4304	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4304_MajorY2	nsSeed-MajorY2	ASV4304	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4305_BostonY1	nsSeed-BostonY1	ASV4305	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4305_BostonY2	nsSeed-BostonY2	ASV4305	Seed	BostonY2	ns 	0.008813213	< 0.01%: Rare
ASV4305_MajorY1	nsSeed-MajorY1	ASV4305	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4305_MajorY2	nsSeed-MajorY2	ASV4305	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4306_BostonY1	nsSeed-BostonY1	ASV4306	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4306_BostonY2	nsSeed-BostonY2	ASV4306	Seed	BostonY2	ns 	0.009683688	< 0.01%: Rare
ASV4306_MajorY1	nsSeed-MajorY1	ASV4306	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4306_MajorY2	nsSeed-MajorY2	ASV4306	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4307_BostonY1	nsSeed-BostonY1	ASV4307	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4307_BostonY2	nsSeed-BostonY2	ASV4307	Seed	BostonY2	ns 	0.009925952	< 0.01%: Rare
ASV4307_MajorY1	nsSeed-MajorY1	ASV4307	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4307_MajorY2	nsSeed-MajorY2	ASV4307	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4308_BostonY1	nsSeed-BostonY1	ASV4308	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4308_BostonY2	nsSeed-BostonY2	ASV4308	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4308_MajorY1	nsSeed-MajorY1	ASV4308	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4308_MajorY2	nsSeed-MajorY2	ASV4308	Seed	MajorY2	ns 	0.007947104	< 0.01%: Rare
ASV4309_BostonY1	nsSeed-BostonY1	ASV4309	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4309_BostonY2	nsSeed-BostonY2	ASV4309	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4309_MajorY1	nsSeed-MajorY1	ASV4309	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4309_MajorY2	nsSeed-MajorY2	ASV4309	Seed	MajorY2	ns 	0.007947104	< 0.01%: Rare
ASV431_BostonY1	nsSeed-BostonY1	ASV431	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV431_BostonY2	nsSeed-BostonY2	ASV431	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV431_MajorY1	nsSeed-MajorY1	ASV431	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV431_MajorY2	nsSeed-MajorY2	ASV431	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4310_BostonY1	nsSeed-BostonY1	ASV4310	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4310_BostonY2	nsSeed-BostonY2	ASV4310	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4310_MajorY1	nsSeed-MajorY1	ASV4310	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4310_MajorY2	nsSeed-MajorY2	ASV4310	Seed	MajorY2	ns 	0.009099512	< 0.01%: Rare
ASV4311_BostonY1	nsSeed-BostonY1	ASV4311	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4311_BostonY2	nsSeed-BostonY2	ASV4311	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4311_MajorY1	nsSeed-MajorY1	ASV4311	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4311_MajorY2	nsSeed-MajorY2	ASV4311	Seed	MajorY2	ns 	0.013825904	0.01<x<1%: Intermediate
ASV4312_BostonY1	nsSeed-BostonY1	ASV4312	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4312_BostonY2	nsSeed-BostonY2	ASV4312	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4312_MajorY1	nsSeed-MajorY1	ASV4312	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4312_MajorY2	nsSeed-MajorY2	ASV4312	Seed	MajorY2	ns 	0.00989335	< 0.01%: Rare
ASV4313_BostonY1	nsSeed-BostonY1	ASV4313	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4313_BostonY2	nsSeed-BostonY2	ASV4313	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4313_MajorY1	nsSeed-MajorY1	ASV4313	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4313_MajorY2	nsSeed-MajorY2	ASV4313	Seed	MajorY2	ns 	0.00989335	< 0.01%: Rare
ASV4314_BostonY1	nsSeed-BostonY1	ASV4314	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4314_BostonY2	nsSeed-BostonY2	ASV4314	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4314_MajorY1	nsSeed-MajorY1	ASV4314	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4314_MajorY2	nsSeed-MajorY2	ASV4314	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4315_BostonY1	nsSeed-BostonY1	ASV4315	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4315_BostonY2	nsSeed-BostonY2	ASV4315	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4315_MajorY1	nsSeed-MajorY1	ASV4315	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4315_MajorY2	nsSeed-MajorY2	ASV4315	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4316_BostonY1	nsSeed-BostonY1	ASV4316	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4316_BostonY2	nsSeed-BostonY2	ASV4316	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4316_MajorY1	nsSeed-MajorY1	ASV4316	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4316_MajorY2	nsSeed-MajorY2	ASV4316	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4317_BostonY1	nsSeed-BostonY1	ASV4317	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4317_BostonY2	nsSeed-BostonY2	ASV4317	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4317_MajorY1	nsSeed-MajorY1	ASV4317	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4317_MajorY2	nsSeed-MajorY2	ASV4317	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4318_BostonY1	nsSeed-BostonY1	ASV4318	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4318_BostonY2	nsSeed-BostonY2	ASV4318	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4318_MajorY1	nsSeed-MajorY1	ASV4318	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4318_MajorY2	nsSeed-MajorY2	ASV4318	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4319_BostonY1	nsSeed-BostonY1	ASV4319	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4319_BostonY2	nsSeed-BostonY2	ASV4319	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4319_MajorY1	nsSeed-MajorY1	ASV4319	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4319_MajorY2	nsSeed-MajorY2	ASV4319	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV432_BostonY1	nsSeed-BostonY1	ASV432	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV432_BostonY2	nsSeed-BostonY2	ASV432	Seed	BostonY2	ns 	0.053966203	0.01<x<1%: Intermediate
ASV432_MajorY1	nsSeed-MajorY1	ASV432	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV432_MajorY2	nsSeed-MajorY2	ASV432	Seed	MajorY2	ns 	0.307482619	0.01<x<1%: Intermediate
ASV4320_BostonY1	nsSeed-BostonY1	ASV4320	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4320_BostonY2	nsSeed-BostonY2	ASV4320	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4320_MajorY1	nsSeed-MajorY1	ASV4320	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4320_MajorY2	nsSeed-MajorY2	ASV4320	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4321_BostonY1	nsSeed-BostonY1	ASV4321	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4321_BostonY2	nsSeed-BostonY2	ASV4321	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4321_MajorY1	nsSeed-MajorY1	ASV4321	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4321_MajorY2	nsSeed-MajorY2	ASV4321	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4322_BostonY1	nsSeed-BostonY1	ASV4322	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4322_BostonY2	nsSeed-BostonY2	ASV4322	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4322_MajorY1	nsSeed-MajorY1	ASV4322	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4322_MajorY2	nsSeed-MajorY2	ASV4322	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4323_BostonY1	nsSeed-BostonY1	ASV4323	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4323_BostonY2	nsSeed-BostonY2	ASV4323	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4323_MajorY1	nsSeed-MajorY1	ASV4323	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4323_MajorY2	nsSeed-MajorY2	ASV4323	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4324_BostonY1	nsSeed-BostonY1	ASV4324	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4324_BostonY2	nsSeed-BostonY2	ASV4324	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4324_MajorY1	nsSeed-MajorY1	ASV4324	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4324_MajorY2	nsSeed-MajorY2	ASV4324	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4325_BostonY1	nsSeed-BostonY1	ASV4325	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4325_BostonY2	nsSeed-BostonY2	ASV4325	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4325_MajorY1	nsSeed-MajorY1	ASV4325	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4325_MajorY2	nsSeed-MajorY2	ASV4325	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4329_BostonY1	nsSeed-BostonY1	ASV4329	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4329_BostonY2	nsSeed-BostonY2	ASV4329	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4329_MajorY1	nsSeed-MajorY1	ASV4329	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4329_MajorY2	nsSeed-MajorY2	ASV4329	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV433_BostonY1	nsSeed-BostonY1	ASV433	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV433_BostonY2	nsSeed-BostonY2	ASV433	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV433_MajorY1	nsSeed-MajorY1	ASV433	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV433_MajorY2	nsSeed-MajorY2	ASV433	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4331_BostonY1	nsSeed-BostonY1	ASV4331	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4331_BostonY2	nsSeed-BostonY2	ASV4331	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4331_MajorY1	nsSeed-MajorY1	ASV4331	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4331_MajorY2	nsSeed-MajorY2	ASV4331	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4332_BostonY1	nsSeed-BostonY1	ASV4332	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4332_BostonY2	nsSeed-BostonY2	ASV4332	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4332_MajorY1	nsSeed-MajorY1	ASV4332	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4332_MajorY2	nsSeed-MajorY2	ASV4332	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4333_BostonY1	nsSeed-BostonY1	ASV4333	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4333_BostonY2	nsSeed-BostonY2	ASV4333	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4333_MajorY1	nsSeed-MajorY1	ASV4333	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4333_MajorY2	nsSeed-MajorY2	ASV4333	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4334_BostonY1	nsSeed-BostonY1	ASV4334	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4334_BostonY2	nsSeed-BostonY2	ASV4334	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4334_MajorY1	nsSeed-MajorY1	ASV4334	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4334_MajorY2	nsSeed-MajorY2	ASV4334	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4335_BostonY1	nsSeed-BostonY1	ASV4335	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4335_BostonY2	nsSeed-BostonY2	ASV4335	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4335_MajorY1	nsSeed-MajorY1	ASV4335	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4335_MajorY2	nsSeed-MajorY2	ASV4335	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4336_BostonY1	nsSeed-BostonY1	ASV4336	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4336_BostonY2	nsSeed-BostonY2	ASV4336	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4336_MajorY1	nsSeed-MajorY1	ASV4336	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4336_MajorY2	nsSeed-MajorY2	ASV4336	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4337_BostonY1	nsSeed-BostonY1	ASV4337	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4337_BostonY2	nsSeed-BostonY2	ASV4337	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4337_MajorY1	nsSeed-MajorY1	ASV4337	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4337_MajorY2	nsSeed-MajorY2	ASV4337	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4338_BostonY1	nsSeed-BostonY1	ASV4338	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4338_BostonY2	nsSeed-BostonY2	ASV4338	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4338_MajorY1	nsSeed-MajorY1	ASV4338	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4338_MajorY2	nsSeed-MajorY2	ASV4338	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV434_BostonY1	nsSeed-BostonY1	ASV434	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV434_BostonY2	nsSeed-BostonY2	ASV434	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV434_MajorY1	nsSeed-MajorY1	ASV434	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV434_MajorY2	nsSeed-MajorY2	ASV434	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4341_BostonY1	nsSeed-BostonY1	ASV4341	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4341_BostonY2	nsSeed-BostonY2	ASV4341	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4341_MajorY1	nsSeed-MajorY1	ASV4341	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4341_MajorY2	nsSeed-MajorY2	ASV4341	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4342_BostonY1	nsSeed-BostonY1	ASV4342	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4342_BostonY2	nsSeed-BostonY2	ASV4342	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4342_MajorY1	nsSeed-MajorY1	ASV4342	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4342_MajorY2	nsSeed-MajorY2	ASV4342	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4343_BostonY1	nsSeed-BostonY1	ASV4343	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4343_BostonY2	nsSeed-BostonY2	ASV4343	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4343_MajorY1	nsSeed-MajorY1	ASV4343	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4343_MajorY2	nsSeed-MajorY2	ASV4343	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4347_BostonY1	nsSeed-BostonY1	ASV4347	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4347_BostonY2	nsSeed-BostonY2	ASV4347	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4347_MajorY1	nsSeed-MajorY1	ASV4347	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4347_MajorY2	nsSeed-MajorY2	ASV4347	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4348_BostonY1	nsSeed-BostonY1	ASV4348	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV4348_BostonY2	nsSeed-BostonY2	ASV4348	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV4348_MajorY1	nsSeed-MajorY1	ASV4348	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV4348_MajorY2	nsSeed-MajorY2	ASV4348	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV4349_BostonY1	nsSeed-BostonY1	ASV4349	Seed	BostonY1	ns 	0	< 0.01%: Rare
