Combined	All	ASV	Compartment	GxY	Soil_div	Rel_abund_Seed	Type
ASV2846_BostonY2	nsSeed-BostonY2	ASV2846	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2846_MajorY1	nsSeed-MajorY1	ASV2846	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2846_MajorY2	nsSeed-MajorY2	ASV2846	Seed	MajorY2	ns 	0.020578167	0.01<x<1%: Intermediate
ASV2847_BostonY1	nsSeed-BostonY1	ASV2847	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2847_BostonY2	nsSeed-BostonY2	ASV2847	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2847_MajorY1	nsSeed-MajorY1	ASV2847	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2847_MajorY2	nsSeed-MajorY2	ASV2847	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2848_BostonY1	nsSeed-BostonY1	ASV2848	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2848_BostonY2	nsSeed-BostonY2	ASV2848	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2848_MajorY1	nsSeed-MajorY1	ASV2848	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2848_MajorY2	nsSeed-MajorY2	ASV2848	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2849_BostonY1	nsSeed-BostonY1	ASV2849	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2849_BostonY2	nsSeed-BostonY2	ASV2849	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2849_MajorY1	nsSeed-MajorY1	ASV2849	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2849_MajorY2	nsSeed-MajorY2	ASV2849	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV285_BostonY1	nsSeed-BostonY1	ASV285	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV285_BostonY2	nsSeed-BostonY2	ASV285	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV285_MajorY1	nsSeed-MajorY1	ASV285	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV285_MajorY2	nsSeed-MajorY2	ASV285	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2850_BostonY1	nsSeed-BostonY1	ASV2850	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2850_BostonY2	nsSeed-BostonY2	ASV2850	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2850_MajorY1	nsSeed-MajorY1	ASV2850	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2850_MajorY2	nsSeed-MajorY2	ASV2850	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2851_BostonY1	nsSeed-BostonY1	ASV2851	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2851_BostonY2	nsSeed-BostonY2	ASV2851	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2851_MajorY1	nsSeed-MajorY1	ASV2851	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2851_MajorY2	nsSeed-MajorY2	ASV2851	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2852_BostonY1	nsSeed-BostonY1	ASV2852	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2852_BostonY2	nsSeed-BostonY2	ASV2852	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2852_MajorY1	nsSeed-MajorY1	ASV2852	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2852_MajorY2	nsSeed-MajorY2	ASV2852	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2853_BostonY1	nsSeed-BostonY1	ASV2853	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2853_BostonY2	nsSeed-BostonY2	ASV2853	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2853_MajorY1	nsSeed-MajorY1	ASV2853	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2853_MajorY2	nsSeed-MajorY2	ASV2853	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2854_BostonY1	nsSeed-BostonY1	ASV2854	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2854_BostonY2	nsSeed-BostonY2	ASV2854	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2854_MajorY1	nsSeed-MajorY1	ASV2854	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2854_MajorY2	nsSeed-MajorY2	ASV2854	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2855_BostonY1	nsSeed-BostonY1	ASV2855	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2855_BostonY2	nsSeed-BostonY2	ASV2855	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2855_MajorY1	nsSeed-MajorY1	ASV2855	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2855_MajorY2	nsSeed-MajorY2	ASV2855	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2856_BostonY1	nsSeed-BostonY1	ASV2856	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2856_BostonY2	nsSeed-BostonY2	ASV2856	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2856_MajorY1	nsSeed-MajorY1	ASV2856	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2856_MajorY2	nsSeed-MajorY2	ASV2856	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2858_BostonY1	nsSeed-BostonY1	ASV2858	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2858_BostonY2	nsSeed-BostonY2	ASV2858	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2858_MajorY1	nsSeed-MajorY1	ASV2858	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2858_MajorY2	nsSeed-MajorY2	ASV2858	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2859_BostonY1	nsSeed-BostonY1	ASV2859	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2859_BostonY2	nsSeed-BostonY2	ASV2859	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2859_MajorY1	nsSeed-MajorY1	ASV2859	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2859_MajorY2	nsSeed-MajorY2	ASV2859	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2860_BostonY1	nsSeed-BostonY1	ASV2860	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2860_BostonY2	nsSeed-BostonY2	ASV2860	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2860_MajorY1	nsSeed-MajorY1	ASV2860	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2860_MajorY2	nsSeed-MajorY2	ASV2860	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2862_BostonY1	nsSeed-BostonY1	ASV2862	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2862_BostonY2	nsSeed-BostonY2	ASV2862	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2862_MajorY1	nsSeed-MajorY1	ASV2862	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2862_MajorY2	nsSeed-MajorY2	ASV2862	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2863_BostonY1	nsSeed-BostonY1	ASV2863	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2863_BostonY2	nsSeed-BostonY2	ASV2863	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2863_MajorY1	nsSeed-MajorY1	ASV2863	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2863_MajorY2	nsSeed-MajorY2	ASV2863	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2865_BostonY1	nsSeed-BostonY1	ASV2865	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2865_BostonY2	nsSeed-BostonY2	ASV2865	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2865_MajorY1	nsSeed-MajorY1	ASV2865	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2865_MajorY2	nsSeed-MajorY2	ASV2865	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2866_BostonY1	nsSeed-BostonY1	ASV2866	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2866_BostonY2	nsSeed-BostonY2	ASV2866	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2866_MajorY1	nsSeed-MajorY1	ASV2866	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2866_MajorY2	nsSeed-MajorY2	ASV2866	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2867_BostonY1	nsSeed-BostonY1	ASV2867	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2867_BostonY2	nsSeed-BostonY2	ASV2867	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2867_MajorY1	nsSeed-MajorY1	ASV2867	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2867_MajorY2	nsSeed-MajorY2	ASV2867	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2869_BostonY1	nsSeed-BostonY1	ASV2869	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2869_BostonY2	nsSeed-BostonY2	ASV2869	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2869_MajorY1	nsSeed-MajorY1	ASV2869	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2869_MajorY2	nsSeed-MajorY2	ASV2869	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV287_BostonY1	nsSeed-BostonY1	ASV287	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV287_BostonY2	nsSeed-BostonY2	ASV287	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV287_MajorY1	nsSeed-MajorY1	ASV287	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV287_MajorY2	nsSeed-MajorY2	ASV287	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2870_BostonY1	nsSeed-BostonY1	ASV2870	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2870_BostonY2	nsSeed-BostonY2	ASV2870	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2870_MajorY1	nsSeed-MajorY1	ASV2870	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2870_MajorY2	nsSeed-MajorY2	ASV2870	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2871_BostonY1	nsSeed-BostonY1	ASV2871	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2871_BostonY2	nsSeed-BostonY2	ASV2871	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2871_MajorY1	nsSeed-MajorY1	ASV2871	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2871_MajorY2	nsSeed-MajorY2	ASV2871	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2873_BostonY1	nsSeed-BostonY1	ASV2873	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2873_BostonY2	nsSeed-BostonY2	ASV2873	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2873_MajorY1	nsSeed-MajorY1	ASV2873	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2873_MajorY2	nsSeed-MajorY2	ASV2873	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2874_BostonY1	nsSeed-BostonY1	ASV2874	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2874_BostonY2	nsSeed-BostonY2	ASV2874	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2874_MajorY1	nsSeed-MajorY1	ASV2874	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2874_MajorY2	nsSeed-MajorY2	ASV2874	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2875_BostonY1	nsSeed-BostonY1	ASV2875	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2875_BostonY2	nsSeed-BostonY2	ASV2875	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2875_MajorY1	nsSeed-MajorY1	ASV2875	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2875_MajorY2	nsSeed-MajorY2	ASV2875	Seed	MajorY2	ns 	0.019191534	0.01<x<1%: Intermediate
ASV2876_BostonY1	nsSeed-BostonY1	ASV2876	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2876_BostonY2	nsSeed-BostonY2	ASV2876	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2876_MajorY1	nsSeed-MajorY1	ASV2876	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2876_MajorY2	nsSeed-MajorY2	ASV2876	Seed	MajorY2	ns 	0.023485779	0.01<x<1%: Intermediate
ASV2877_BostonY1	nsSeed-BostonY1	ASV2877	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2877_BostonY2	nsSeed-BostonY2	ASV2877	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2877_MajorY1	nsSeed-MajorY1	ASV2877	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2877_MajorY2	nsSeed-MajorY2	ASV2877	Seed	MajorY2	ns 	0.020182433	0.01<x<1%: Intermediate
ASV2878_BostonY1	nsSeed-BostonY1	ASV2878	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2878_BostonY2	nsSeed-BostonY2	ASV2878	Seed	BostonY2	ns 	0.017978954	0.01<x<1%: Intermediate
ASV2878_MajorY1	nsSeed-MajorY1	ASV2878	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2878_MajorY2	nsSeed-MajorY2	ASV2878	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2879_BostonY1	nsSeed-BostonY1	ASV2879	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2879_BostonY2	nsSeed-BostonY2	ASV2879	Seed	BostonY2	ns 	0.024036141	0.01<x<1%: Intermediate
ASV2879_MajorY1	nsSeed-MajorY1	ASV2879	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2879_MajorY2	nsSeed-MajorY2	ASV2879	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV288_BostonY1	nsSeed-BostonY1	ASV288	Seed	BostonY1	ns 	0.344888418	0.01<x<1%: Intermediate
ASV288_BostonY2	nsSeed-BostonY2	ASV288	Seed	BostonY2	ns 	0.346808221	0.01<x<1%: Intermediate
ASV288_MajorY1	nsSeed-MajorY1	ASV288	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV288_MajorY2	nsSeed-MajorY2	ASV288	Seed	MajorY2	ns 	0.198313357	0.01<x<1%: Intermediate
ASV2880_BostonY1	nsSeed-BostonY1	ASV2880	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2880_BostonY2	nsSeed-BostonY2	ASV2880	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2880_MajorY1	nsSeed-MajorY1	ASV2880	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2880_MajorY2	nsSeed-MajorY2	ASV2880	Seed	MajorY2	ns 	0.016212092	0.01<x<1%: Intermediate
ASV2881_BostonY1	nsSeed-BostonY1	ASV2881	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2881_BostonY2	nsSeed-BostonY2	ASV2881	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2881_MajorY1	nsSeed-MajorY1	ASV2881	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2881_MajorY2	nsSeed-MajorY2	ASV2881	Seed	MajorY2	ns 	0.020915132	0.01<x<1%: Intermediate
ASV2882_BostonY1	nsSeed-BostonY1	ASV2882	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2882_BostonY2	nsSeed-BostonY2	ASV2882	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2882_MajorY1	nsSeed-MajorY1	ASV2882	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2882_MajorY2	nsSeed-MajorY2	ASV2882	Seed	MajorY2	ns 	0.018563005	0.01<x<1%: Intermediate
ASV2883_BostonY1	nsSeed-BostonY1	ASV2883	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2883_BostonY2	nsSeed-BostonY2	ASV2883	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2883_MajorY1	nsSeed-MajorY1	ASV2883	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2883_MajorY2	nsSeed-MajorY2	ASV2883	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2884_BostonY1	nsSeed-BostonY1	ASV2884	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2884_BostonY2	nsSeed-BostonY2	ASV2884	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2884_MajorY1	nsSeed-MajorY1	ASV2884	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2884_MajorY2	nsSeed-MajorY2	ASV2884	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2885_BostonY1	nsSeed-BostonY1	ASV2885	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2885_BostonY2	nsSeed-BostonY2	ASV2885	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2885_MajorY1	nsSeed-MajorY1	ASV2885	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2885_MajorY2	nsSeed-MajorY2	ASV2885	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2886_BostonY1	nsSeed-BostonY1	ASV2886	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2886_BostonY2	nsSeed-BostonY2	ASV2886	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2886_MajorY1	nsSeed-MajorY1	ASV2886	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2886_MajorY2	nsSeed-MajorY2	ASV2886	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2887_BostonY1	nsSeed-BostonY1	ASV2887	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2887_BostonY2	nsSeed-BostonY2	ASV2887	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2887_MajorY1	nsSeed-MajorY1	ASV2887	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2887_MajorY2	nsSeed-MajorY2	ASV2887	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2888_BostonY1	nsSeed-BostonY1	ASV2888	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2888_BostonY2	nsSeed-BostonY2	ASV2888	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2888_MajorY1	nsSeed-MajorY1	ASV2888	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2888_MajorY2	nsSeed-MajorY2	ASV2888	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV289_BostonY1	nsSeed-BostonY1	ASV289	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV289_BostonY2	nsSeed-BostonY2	ASV289	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV289_MajorY1	nsSeed-MajorY1	ASV289	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV289_MajorY2	nsSeed-MajorY2	ASV289	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2890_BostonY1	nsSeed-BostonY1	ASV2890	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2890_BostonY2	nsSeed-BostonY2	ASV2890	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2890_MajorY1	nsSeed-MajorY1	ASV2890	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2890_MajorY2	nsSeed-MajorY2	ASV2890	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2891_BostonY1	nsSeed-BostonY1	ASV2891	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2891_BostonY2	nsSeed-BostonY2	ASV2891	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2891_MajorY1	nsSeed-MajorY1	ASV2891	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2891_MajorY2	nsSeed-MajorY2	ASV2891	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2892_BostonY1	nsSeed-BostonY1	ASV2892	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2892_BostonY2	nsSeed-BostonY2	ASV2892	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2892_MajorY1	nsSeed-MajorY1	ASV2892	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2892_MajorY2	nsSeed-MajorY2	ASV2892	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2893_BostonY1	nsSeed-BostonY1	ASV2893	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2893_BostonY2	nsSeed-BostonY2	ASV2893	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2893_MajorY1	nsSeed-MajorY1	ASV2893	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2893_MajorY2	nsSeed-MajorY2	ASV2893	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2894_BostonY1	nsSeed-BostonY1	ASV2894	Seed	BostonY1	ns 	0.027786354	0.01<x<1%: Intermediate
ASV2894_BostonY2	nsSeed-BostonY2	ASV2894	Seed	BostonY2	ns 	0.019658668	0.01<x<1%: Intermediate
ASV2894_MajorY1	nsSeed-MajorY1	ASV2894	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2894_MajorY2	nsSeed-MajorY2	ASV2894	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2895_BostonY1	nsSeed-BostonY1	ASV2895	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2895_BostonY2	nsSeed-BostonY2	ASV2895	Seed	BostonY2	ns 	0.02154054	0.01<x<1%: Intermediate
ASV2895_MajorY1	nsSeed-MajorY1	ASV2895	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2895_MajorY2	nsSeed-MajorY2	ASV2895	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2896_BostonY1	nsSeed-BostonY1	ASV2896	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2896_BostonY2	nsSeed-BostonY2	ASV2896	Seed	BostonY2	ns 	0.026267402	0.01<x<1%: Intermediate
ASV2896_MajorY1	nsSeed-MajorY1	ASV2896	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2896_MajorY2	nsSeed-MajorY2	ASV2896	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2897_BostonY1	nsSeed-BostonY1	ASV2897	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2897_BostonY2	nsSeed-BostonY2	ASV2897	Seed	BostonY2	ns 	0.023970228	0.01<x<1%: Intermediate
ASV2897_MajorY1	nsSeed-MajorY1	ASV2897	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2897_MajorY2	nsSeed-MajorY2	ASV2897	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2898_BostonY1	nsSeed-BostonY1	ASV2898	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2898_BostonY2	nsSeed-BostonY2	ASV2898	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2898_MajorY1	nsSeed-MajorY1	ASV2898	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2898_MajorY2	nsSeed-MajorY2	ASV2898	Seed	MajorY2	ns 	0.019437411	0.01<x<1%: Intermediate
ASV2899_BostonY1	nsSeed-BostonY1	ASV2899	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2899_BostonY2	nsSeed-BostonY2	ASV2899	Seed	BostonY2	ns 	0.021082816	0.01<x<1%: Intermediate
ASV2899_MajorY1	nsSeed-MajorY1	ASV2899	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2899_MajorY2	nsSeed-MajorY2	ASV2899	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV29_BostonY1	nsSeed-BostonY1	ASV29	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV29_BostonY2	nsSeed-BostonY2	ASV29	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV29_MajorY1	nsSeed-MajorY1	ASV29	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV29_MajorY2	nsSeed-MajorY2	ASV29	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV290_BostonY1	nsSeed-BostonY1	ASV290	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV290_BostonY2	nsSeed-BostonY2	ASV290	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV290_MajorY1	nsSeed-MajorY1	ASV290	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV290_MajorY2	nsSeed-MajorY2	ASV290	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2900_BostonY1	nsSeed-BostonY1	ASV2900	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2900_BostonY2	nsSeed-BostonY2	ASV2900	Seed	BostonY2	ns 	0.005161495	< 0.01%: Rare
ASV2900_MajorY1	nsSeed-MajorY1	ASV2900	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2900_MajorY2	nsSeed-MajorY2	ASV2900	Seed	MajorY2	ns 	0.014642158	0.01<x<1%: Intermediate
ASV2901_BostonY1	nsSeed-BostonY1	ASV2901	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2901_BostonY2	nsSeed-BostonY2	ASV2901	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2901_MajorY1	nsSeed-MajorY1	ASV2901	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2901_MajorY2	nsSeed-MajorY2	ASV2901	Seed	MajorY2	ns 	0.019186336	0.01<x<1%: Intermediate
ASV2902_BostonY1	nsSeed-BostonY1	ASV2902	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2902_BostonY2	nsSeed-BostonY2	ASV2902	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2902_MajorY1	nsSeed-MajorY1	ASV2902	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2902_MajorY2	nsSeed-MajorY2	ASV2902	Seed	MajorY2	ns 	0.018531266	0.01<x<1%: Intermediate
ASV2903_BostonY1	nsSeed-BostonY1	ASV2903	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2903_BostonY2	nsSeed-BostonY2	ASV2903	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2903_MajorY1	nsSeed-MajorY1	ASV2903	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2903_MajorY2	nsSeed-MajorY2	ASV2903	Seed	MajorY2	ns 	0.027651808	0.01<x<1%: Intermediate
ASV2904_BostonY1	nsSeed-BostonY1	ASV2904	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2904_BostonY2	nsSeed-BostonY2	ASV2904	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2904_MajorY1	nsSeed-MajorY1	ASV2904	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2904_MajorY2	nsSeed-MajorY2	ASV2904	Seed	MajorY2	ns 	0.019786699	0.01<x<1%: Intermediate
ASV2905_BostonY1	nsSeed-BostonY1	ASV2905	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2905_BostonY2	nsSeed-BostonY2	ASV2905	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2905_MajorY1	nsSeed-MajorY1	ASV2905	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV2905_MajorY2	nsSeed-MajorY2	ASV2905	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV2906_BostonY1	nsSeed-BostonY1	ASV2906	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV2906_BostonY2	nsSeed-BostonY2	ASV2906	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV2906_MajorY1	nsSeed-MajorY1	ASV2906	Seed	MajorY1	ns 	0	< 0.01%: Rare
